code,temp_code,name,application_date,application_status,status_update_date,hearing_date,listing_date,first_application_date,board,sponsor,overall_coordinator,company_chinese_name,company_english_name,website,fiscal_year_end,business_scope,company_profile,industry_level_1,industry_level_2,source_table
6813.HK,6813.HK,大喜屋集团,2019-06-04,失效,2019-12-04,,,2019-06-04,主板,,,大喜屋集团控股有限公司,Daikiya Group Holdings Limited,www.daikiya.hk,0331,专注于日式放题料理的日菜餐厅集团。,"大喜屋集团控股有限公司成立于2019年2月25日。公司是立足香港,主打日式放题料理的日菜餐厅集团,现已在香港培育出多类本地顾客群体。根据灼识咨询报告,公司于二零一八年按收入计算在香港日式放题料理餐厅市场排名第一,占有约37.1%的市场份额。于最后实际可行日期,公司在香港经营15间餐厅,其中13间餐厅提供日式放题料理及两间提供日式单点料理。于往绩记录期间及直至最后实际可行日期,公司新开八间餐厅,包括六间日式放题料理餐厅及两间日式单点料理餐厅,扩大了公司在香港的覆盖范围,同时多元化了料理种类,但公司因租约到期而于二零一九年三月关闭一间放题料理餐厅。于最后实际可行日期,集团的餐厅占用总许可楼面面积约8,019.29平方米,共有约4,264个座位。为支持公司的餐厅营运,公司现于香港拥有两间工场,负责食品预加工及储存。",,,上市申请一览
8646.HK,8646.HK,中国宏光,2019-06-03,失效,2019-12-03,,2020-01-13,2019-06-03,创业板,,,中国宏光控股有限公司,China Hongguang Holdings Limited,www.hongguang.hk,1231,公司为一间投资控股公司，其附属公司的主要业务为在中华人民共和国（‘中国’）制造及销售玻璃产品。,中国宏光控股有限公司是一家主要从事生产和销售建筑玻璃产品的投资控股公司。该公司的主要产品包括节能安全玻璃产品及智慧玻璃产品。节能安全玻璃产品包括镀膜玻璃、中空玻璃、夹层玻璃及钢化玻璃。 智慧玻璃产品主要为调光玻璃。该公司主要在中国市场经营其业务。,金属、玻璃和塑料容器,,上市申请一览
H1097.HK,H1097.HK,合德控股,2019-06-03,失效,2019-12-03,,,2019-06-03,创业板,,,合德控股有限公司,Hede Holdings Limited,hedeholdings.com,1231,经营饮食品牌的澳门饮食集团。,"合德控股有限公司成立于2019年1月25日。公司是一间以‘CAFéE.S.KIMO’及‘小泉居’主品牌以及‘乐群’子品牌经营茶餐厅及以‘新芳华’新品牌经营一间面店的澳门饮食集团。张先生于1995年以独资经营方式以‘台北小泉居’品牌开设公司的首间餐厅,直至其于2004年被转让予公司的营运附属公司小泉居。于2000年代,公司为了向客户提供新的品牌形象而以‘CAFéE.S.KIMO’或‘小泉居’品牌经营餐厅。随后,公司逐步在公司的餐厅中结合使用‘CAFéE.S.KIMO’及‘小泉居’品牌,以令公司的品牌获得更广泛的公众认可。自此,公司以‘CAFéE.S.KIMO’及‘小泉居’品牌将连锁茶餐厅拓展至澳门各区。为了向顾客提供各式各样的菜肴及不同风格的餐饮环境,公司于2013年以‘乐群’子品牌开设首间冰室。与公司的‘CAFéE.S.KIMO’及‘小泉居’主品牌旗下茶餐厅的现代设计相比,公司的‘乐群’子品牌旗下餐厅采用传统旧式‘冰室’布置,而餐牌则供应更多传统地道的食品选择。为进一步使公司的菜肴多元化,公司于2019年10月初以公司的新品牌‘新芳华’开设一间新餐厅,专注于面食。于最后实际可行日期,公司在澳门以‘CAFéE.S.KIMO’及‘小泉居’主品牌经营13间餐厅、以‘乐群’子品牌经营一间餐厅及以新品牌‘新芳华’经营一间餐厅,大部分餐厅为地铺。根据Ipsos报告,截至2018年12月31日止年度,公司按收益计为澳门第二大的茶餐厅营运商。",餐馆,,上市申请一览
H1099.HK,H1099.HK,The Feng Huang,2019-06-03,失效,2019-12-03,,,2019-06-03,主板,,,The Feng Huang Group Limited,The Feng Huang Group Limited,www.thefenghuanggroup.com,0331,根植于新加坡的餐饮集团。,The Feng Huang Group Limited，一间于二零一八年十二月四日在开曼群岛注册成立的获豁免有限公司。公司是一家根植于新加坡的餐饮集团，在拥有及营运全服务式餐厅方面拥有逾16年经验。公司于新加坡及上海的餐厅以中式菜肴为主，主打招牌药材烤鸭。此外，公司上海餐厅的改良菜单亦重点推出叻沙及椰浆饭等新加坡系列菜品。公司旨在为顾客提供优质的家常菜及高标准的服务，使顾客可于舒适宜人的休闲环境用餐。公司旗下的各餐厅亦提供外卖服务，顾客亦可通过公司合作的送餐平台点选菜单上的部分菜肴。公司凭藉用餐服务及食品质量赢得多个奖项，包括（其中包括）：二零零七年中小企业协会及联合早报的‘新加坡金字品牌奖’、新加坡美食之星(2013)—最佳休闲中餐馆及二零一七年新加坡‘五十杰出企业奖第十名’。,餐馆,,上市申请一览
H1096.HK,H1096.HK,匹思通控股,2019-05-31,失效,2019-12-02,,,2019-05-31,主板,,,匹思通控股集团有限公司,Piston Holdings Group Limited,www.zqpst.com,1231,旋转式压缩机泵体零部件(用于家用空调旋转式压缩机)制造商。,"匹思通控股集团有限公司成立于2019年1月22日。公司是中国成熟的旋转式压缩机泵体零部件(用于家用空调旋转式压缩机)制造商。根据灼炽咨询报告,于二零一九年,公司在中国旋转式压缩机泵体零部件市场排名第六(按收益计),占市场份额约2.1%。",工业机械和用品及零部件,,上市申请一览
8165.HK,8165.HK,华普智通,2019-05-30,失效,2019-12-31,,2001-12-10,2019-05-30,创业板,,,华普智通系统有限公司,Jian Epayment Systems Limited,www.jianepayment.com,1231,销售电子泊车硬件及软件以及衍生知识产权服务。,华普智通系统有限公司是一家主要从事资讯科技相关业务的中国投资控股公司。公司的主要业务包括开发及经营集成电路卡及智能卡、后台电子收支与数据记录及处理软件系统，以及制造及分销相关商业应用业务。公司主要在中国内陆开展业务。公司还通过其子公司在香港从事物业投资、提供维修及维护服务业务。,,,上市申请一览
H0893.HK,H0893.HK,高宝贸易发展,2019-05-30,失效,2019-12-02,,,2018-08-28,创业板,,,高宝贸易发展控股有限公司,Global Development Holdings Limited,www.gdholdings.com.hk,0331,"为OEM客户制造技术及功能性外套,OBM业务则设计、制造及销售安迪维特品牌下的技术及功能性外套及配饰。",高宝贸易发展控股有限公司成立于2017年12月5日，公司的OEM业务为OEM客户制造技术及功能性外套，OBM业务则设计、制造及销售安迪维特品牌下的技术及功能性外套及配饰。根据Frost & Sullivan报告，按收益计，公司为2017年中国第四大技术及功能性外套制造商。公司于2017年获香港中华出入口商会颁发‘卓越成就奖’。作为OEM制造商，公司的多元化产品组合包括上衣、下装及配饰，具有防水、抗水、防风、透气及防寒等多种为滑雪、远足、户外徒步及钓鱼等户外活动而设计的功能。于往绩记录期，公司的OEM客户主要为在欧洲、中国及美国经营国际外套及运动服饰品牌（例如Swix及Gore GmbH）的公司。,服装、服饰与奢侈品,,上市申请一览
H1095.HK,H1095.HK,华软集团,2019-05-30,失效,2019-12-31,,,2019-05-30,主板,,,华软集团控股有限公司,Chinasoft Group Holdings Limited,www.chinasofttech.com,1231,专注于向客户提供定制的一站式资讯科技集成解决方案、资讯科技数字开发解决方案及相关资讯科技维护服务。,"华软集团控股有限公司成立于2018年7月25日，公司为久负盛誉及以技术为专的集成资讯科技数字解决方案供应商,专注于向客户提供定制的一站式资讯科技集成解决方案、资讯科技数字开发解决方案及相关资讯科技维护服务。成立于2003年,公司开始买卖采购自若干资讯科技公司的软件及硬件的业务。对于客户在硬件、软件及相关维护服务方面的特定资讯科技及运营需求,凭藉公司累积的丰富知识及经验,公司改革了公司的业务模式并自2005年开始为客户提供定制的一站式资讯科技集成解决方案。此外,自2009年起,公司亦已发展并扩大公司软件开发的研发能力,并在资讯科技数字开发解决方案应用内部开发的软件,以为客户提供量身定制的解决方案。于最后可行日期,公司于中国(i)已开发及拥有59项计算机软件版权及三项商标;及(ii)申请一项专利注册,均关乎公司的资讯科技数字开发解决方案。集团的主要业务分部包括(i)资讯科技集成解决方案;(ii)资讯科技数字开发解决方案;及(iii)资讯科技维护服务。",信息科技咨询与其它服务,,上市申请一览
H0979.HK,H0979.HK,信康医健,2019-05-29,失效,2019-11-29,,,2018-11-30,创业板,,,信康医健有限公司,Sure-Care Medical And Health Limited,surecare.com.hk,1231,私营跨专科医护服务供应商，专注提供专科服务。,信康医健有限公司成立于二零一八年六月十九日。公司为香港的私营跨专科医护服务供应商，专注提供专科服务。根据弗若斯特沙利文报告，公司于二零一七年按收益计为香港十大私营专科医疗中心营运商之一，占市场份额约0.5%。公司亦提供普通科服务、物理治疗及其他专职医疗服务，以向客户提供全人护理。,保健护理服务,,上市申请一览
H1094.HK,H1094.HK,肖克利科技,2019-05-27,失效,2019-11-27,,,2019-05-27,主板,,,肖克利科技控股公司,Shockley Technology Holdings Limited,www.shockley-elect.com,1231,主动及被动电子部件的供应商及有关直流无刷马达控制驱动及蓝牙低功耗的解决方案提供商。,肖克利科技控股公司成立于2018年10月31日，总部设于中国上海，为主动及被动电子部件的供应商及直流无刷马达控制驱动及蓝牙低功耗印刷电路板解决方案提供商。根据弗若斯特沙利文报告，公司是于中国提供电子家居电器的直流无刷马达控制驱动解决方案的早期行业进入者之一，而就总收益而言，集团于2018年于中国直流无刷马达控制驱动解决方案提供商中名列第一。过去十年，在刘依佳先生及陶涛先生主管的经验管理团队的领导下，公司成功由一家小规模电子部件贸易商转型为电子部件供应商及具有研发能力的一站式印刷电路板解决方案提供商。,电子设备和仪器,,上市申请一览
H0966.HK,H0966.HK,香港娱乐,2019-05-23,失效,2019-11-25,,,2018-11-15,主板,,,香港娱乐集团控股有限公司,Hong Kong Entertainment Group Holdings Company Limited,www.hkegh.com,0630,从事会所及酒吧营运。,"香港娱乐集团控股有限公司成立于2018年7月31日，公司为香港一家完善的会所及酒吧营运集团,为多元化客户群提供不同品牌的各式各样夜间娱乐体验及饮料。自第一家会所Levels于二零一二年十月开业起,公司一直通过多品牌商业模式拓展香港网络。截至最后实际可行日期,公司于‘Levels’、‘Bungalow’及‘Club Legend’品牌下拥有及经营三家会所,并于‘Solas’及‘I Know John’品牌下拥有及经营两家酒吧,均位于包括兰桂坊地区及旺角的中心部分等香港黄金地段。多年来,公司已成功建立良好的声誉。根据弗若斯特沙利文报告,就二零一七财年的收益而言,公司为香港会所市场领先参与者之一,市场份额约14.1%,于二零一七财年,Levels在最多可容纳人数方面于香港会所市场排名第二。于公司获得众多的嘉奖中,Levels于二零一七年在International Night life Association举办的世界100最佳会所评选中排名第37名。于二零一七年,Levels、Bunga low及I Know John各自荣获香港酒吧业协会颁发的‘优质酒吧标签奖’。",休闲设施,,上市申请一览
H0974.HK,H0974.HK,奥山控股,2019-05-23,失效,2019-11-25,,,2018-11-22,主板,,,奥山控股有限公司,Orsun Holdings Limited,www.orsun.hk,1231,住宅物业开发。,"奥山控股有限公司于2018年5月17日成立。公司是一家总部位于湖北省的物业开发商。根据亿翰咨询的资料,于2018年,通过对业务规模性盈利性成长性稳健性融资能力运营效率及社会责任的衡量,就综合实力而言,公司于中国排名第50位。公司自2003年以来于房地产开发行业经营逾16年。公司的大型住宅及商业综合体旗舰项目武汉奥山世纪城自2013年至2015年连续三年获中国房地产TOP10研究组1颁发‘中国房地产地方项目品牌价值十强’。公司自2017年至2019年连续三年获中国房地产TOP10研究组颁发‘中国特色地产运营优秀企业’。公司亦自2013年至2019年连续七年凭藉综合标准(包括(其中包括)业务规模性盈利性成长性稳健性融资能力运营效率及企业社会责任)获中国房地产TOP10研究组颁发‘中国房地产百强企业’。根据中国房地产TOP10研究组及中国房地产指数系统(‘CREIS’),按2018年于武汉的销售总额计,就销售额而言,公司在总部位于湖北的中国房地产百强企业中排名第二,市场份额为0.7%。公司主要从事以首次购房者及房屋升级者为目标的住宅物业开发。公司亦涉足商业及混用物业,以维持多元化产品组合。公司的商业物业通常配套或邻近住宅物业(包括零售店铺娱乐设施及其他商业物业),公司认为该等物业将不仅可以丰富公司的收入来源,更重要的是,增加物业的人流量提升住宅物业价值及促进住宅物业需求。例如,在公司的代表产品线奥山世纪城下,公司提供配有各类住宅物业的大型住宅及商业综合体,以迎合不同居民的需求。除住宅物业外,公司还提供附属商业设施,如商场及娱乐设施,以满足居民的需要并吸引更多人参与项目。",房地产开发,,上市申请一览
1925.HK,1925.HK,旷世芳香,2019-05-15,失效,2019-11-15,,2020-01-16,2019-05-15,主板,,,旷世芳香控股有限公司,Kwung’S Aroma Holdings Limited,www.kwungs.com,1231,公司为一家投资控股公司。公司与其附属公司（统称‘集团’）主要于中华人民共和国（‘中国’）从事蜡烛产品、家居香薰产品及家居饰品的设计及制造，并于海外及中国分销产品。,旷世芳香控股有限公司是一家主要从事家居香薰相关产品的设计及制造的投资控股公司。该公司的主营业务是从事蜡制品、玻璃产品及香薰产品的设计、制造及加工。该公司的产品包括蜡烛、家居香薰、家居饰品及家居香薰挥发液。该公司主要在国内和国外市场开展业务。,家庭装饰零售,,上市申请一览
H1089.HK,H1089.HK,海聆梦家居,2019-05-10,失效,2019-11-11,,,2019-05-10,主板,,,海聆梦家居股份有限公司,"Heniemo Home Collection Co., Ltd",www.heniemo.com,1231,家用纺织品制造商,"海聆梦家居股份有限公司成立于2004年12月21日，公司是一家中国领先的家用纺织品制造商。根据欧睿报告,按2017年向美国的出口价值计,公司在所有中国聚酯纤维床上纺织品制造商中排名第三。公司维持以床品及窗帘为主要特色类别的全面家用纺织品组合。公司通过两种主要业务模式(即OEM/ODM业务模式及OBM业务模式)生产和销售公司的家用纺织品。根据公司的OEM/ODM业务模式,公司根据客户提供的概念或规格制造家用纺织品,并以彼等的指定品牌向其销售。根据公司的OBM业务模式,公司主要生产‘Honeymoon Home Fashions’品牌的床品,透过电子商务平台向海外客户销售,以及‘海聆梦’品牌的床品及窗帘,直接向公司的国内客户销售。",家庭装饰品,,上市申请一览
1927.HK,1927.HK,久久王,2019-05-07,失效,2019-11-07,,2021-03-16,2019-05-07,主板,,,久久王食品国际有限公司,Jiujiuwang Food International Limited,www.jiujiuwang.com,1231,公司为一家投资控股公司。公司及其附属公司（统称‘集团’）主要从事制造及销售甜食产品，例如充气糖果、胶基糖果、硬糖、压片糖果及巧克力制品。,久久王食品国际有限公司是一家主要从事制造及销售甜食产品的投资控股公司。该公司的主营业务是从事以原始设备制造商（OEM）客户所拥有或获授权的品牌销售产品以及以该公司的自有品牌（即“酷莎”、“拉拉卜”及“久久王”）向分销商及终端客户销售产品。该公司的产品包括充气糖果、胶基糖果、硬糖、压片糖果及巧克力制品。该公司在国内和国外市场开展业务。,食品分销商,,上市申请一览
H0951.HK,H0951.HK,新龙酒店,2019-05-07,失效,2019-11-07,,,2018-10-22,主板,,,新龙酒店集团有限公司,Sis Hospitality Holdings Limited,sishospitality.com.hk,1231,于日本从事物业投资，专注于酒店物业出租及营运。,新龙酒店集团有限公司成立于2015年2月16日，公司于日本从事物业投资，专注于酒店物业出租及营运。自公司于2011年开始寻找合适物业以来，公司已在投资日本物业市场建立良好往绩。公司于2012年12月收购公司于日本的首项物业－临空门大厦，当时日本房地产市场价格逐渐由2010年低位上升，公司能够以较低成本收购物业。临空门大厦目前是日本第三高的建筑，为市内的标志性建筑。公司在2013年透过收购东横Inn品牌旗下的五项酒店物业 （于宣布于东京举行2020年夏季奥运会前不久签订交易协议） 以及于2014年在日本不同县收购另外两项酒店物业，进一步扩大公司的物业组合。于往绩记录期间，公司继续扩大公司的物业组合，并进一步投资十项物业，其中大部分位于日本主要城市及地区，如东京、大阪、京都及札幌。于最后实际可行日期，公司已收购合共18项位于日本不同城市的物业。通过多年与公司的专业合作伙伴的合作，公司与多间资产管理人、物业管理人、受托人、酒店管理公司及物业代理建立了互信的业务关系。建立完善的业务网络有助公司于物业收购过程中及就公司的物业组合管理利用当地资源并有效地取得市场资讯。,酒店及度假村REIT,,上市申请一览
H1086.HK,H1086.HK,宏泰国际,2019-05-07,失效,2019-11-07,,,2019-05-07,主板,,,宏泰国际控股有限公司,Hongtai International Holdings Limited,www.ht-fl.com,1231,主要为中国的各个客户行业提供定制融资租赁服务。,"宏泰国际控股有限公司成立于2019年1月24日,公司主要为中国的各个客户行业提供定制融资租赁服务。自公司于2011年在佛山注册成立为一间外商投资租赁企业以来,公司主要从事直接融资租赁交易,该等交易使公司能够有效控制租赁资产并降低风险。公司的服务范围亦包括向客户提供售后回租、委托贷款及保理服务。受益于中国融资租赁业推动政策及大湾区发展政策等国家发展战略,公司的业务持续增长,因而处于有利地位可从行业增长势头中获益。凭藉公司多年来与企业及设备供应商的稳定及长期合作,加上公司对融资租赁服务的行业知识及实践经验,公司已形成自身的业务模式,并成功扩大地理覆盖范围至中国的28个省、直辖市及自治区。为在升级传统制造业、战略性新兴行业及先进智能制造业中扩展公司的业务,公司积极跟踪及分析该等行业内优质企业的融资需求,并提供具竞争力的条款以吸引选定企业进行新交易。有了该等信誉良好的企业,进而可吸引相同或类似行业的其他公司以及相关行业价值链上的设备供应商与公司进行新的交易或向公司转介客户。此外,公司与客户保持稳定及互信关系,并通过不断提升客户服务体验来提升客户忠诚度。公司广泛的客户基础使公司能够分散风险而不会依赖任何特定行业或任何特定地区。公司的收益于2016年财政年度至2018年财政年度的复合年增长率为约43.3%,同期,公司的净利润以约67.7%的复合年增长率增长,主要是由于(i)公司的累积客户基础由2016年1月1日的15个行业的150名客户扩大至2018年12月31日的33个行业的432名客户;及(ii)公司于该期间与客户订立487份新融资租赁协议。",消费信贷,,上市申请一览
8645.HK,8645.HK,比特元宇宙,2019-05-05,失效,2019-11-05,,2019-12-09,2018-10-05,创业板,,,比特元宇宙控股有限公司,Byte Metaverse Holdings,byte-metaverse.com,0630,公司的主要业务为投资控股。公司连同其附属公司（以下统称‘集团’）主要从事提供(i)网络支援服务（主要包括网络基础设施设计及硬件安装、网络管理及安全服务）；(ii)网络连接服务（专注提供内联网及互联网连接解决方案及增值服务）；(iii)电子商务（‘电子商务’）服务；及(iv)网路游戏知识产权（‘IP’）授权管理服务。,比特元宇宙控股有限公司是一间主要从事提供网路服务的投资控股公司。该公司透过三个分部运营业务。网络支援服务及网络连接服务分部从事提供网络支援服务及网络连接服务。电子商务分部从事提供电子商务服务。网路游戏知识产权授权管理部门从事提供网路游戏知识产权授权管理服务。,互联网服务和基础设施,,上市申请一览
1957.HK,1957.HK,大人国际,2019-05-03,失效,2019-11-01,,2020-07-08,2019-05-03,主板,,,中国大人国际有限公司,Mbv International Limited,www.orensport.com,1231,公司的主要业务为投资控股。公司附属公司的主要业务为在马来西亚及新加坡从事可印花服装及礼品产品的采购、批发、供应及营销。,"中国大人国际有限公司是一家可印花服装及礼品产品的马来西亚供应商。公司透过两个分部运作。批发分部从事批发可印花服装及礼品产品。生产分部从事生产可印花服装。该公司销售T恤衫、制服、夹克以及其他(包括其他休闲装及配件)等众多可印花服装产品组合,尺寸、颜色及款式多样,主要以空白或未经装饰的形式出现,没有印记或装饰,客户可用设计及标志装饰产品从而销售予各类消费者。该公司地理分部包括马来西亚和新加坡。该公司的子公司包括Oren Holdings Limited、MyGift Holdings Limited、MBV (HK) Limited、China MBV Holdings Limited、Oren Sport (Kepong) Sdn。 Bhd.、以及 Oren Sport (Klang) Sdn. Bhd.等。",服装、服饰与奢侈品,,上市申请一览
1802.HK,1802.HK,文业集团,2019-05-02,失效,2019-10-30,,2020-01-14,2019-05-02,主板,,,文业集团控股有限公司,Wenye Group Holdings Limited,www.szwyzs.com.cn,1231,集团的主要业务是提供室内外建筑装饰与设计服务，公司的项目主要涵盖广泛的楼宇和物业，包括工业楼宇、公共基建、商业楼宇及住宅楼宇。,文业集团控股有限公司是一家主要从事提供室内外建筑装饰与设计服务的投资控股公司。该公司提供两种服务。建筑服务从事为办公大楼、公共设施、星级酒店、交通枢纽、商业大楼、住宅物业及幕墙提供室内外装修及装饰工程。设计服务从事提供定制室内设计及幕墙设计服务。该公司主要在国内市场开展业务。,建筑与工程,,上市申请一览
3718.HK,3718.HK,北控城市资源,2019-05-02,失效,2019-11-04,,2020-01-15,2019-05-02,主板,,,北控城市资源集团有限公司,Beijing Enterprises Urban Resources Group Limited,www.beur.net.cn,1231,集团主要从事城市服务、危险废物处理业务及废弃电器及电子产品处理业务。,北控城市资源集团有限公司是一家主要从事城市服务业务及危险废物处理业务的投资控股公司。该公司主要通过三个分部运营其业务。城市服务分部从事提供城市环境治理服务及建设服务，包括道路清洁、垃圾分类、垃圾收运、垃圾转运站管理、公共厕所管理、绿道养护等服务。危险废物处理分部从事提供危险废物处理服务，包括无害化处置服务以及销售回收循环利用产品。其他分部包括废弃电器及电子产品处理服务及销售拆解产品。该公司主要在国内市场开展业务。,环境与设施服务,,上市申请一览
H0952.HK,H0952.HK,海伦堡中国,2019-05-02,失效,2019-11-04,,,2018-10-22,主板,,,海伦堡中国控股有限公司,Helenbergh China Holdings Limited,www.hlbdc.com,1231,"主要开发住宅物业,以及少量的商业物业和创意科技园。","海伦堡中国控股有限公司成立于2018年5月18日,公司是一家大型中国房地产开发商,业务遍布全国。公司主要开发住宅物业,以及少量的商业物业和创意科技园。公司于1998年在广东省开始开展业务,已于早期发展年间在广州、珠海、中山、佛山及惠州等广东省主要城市建立稳定的市场地位。凭藉公司在广东省的丰富经验,公司已进入中国部份经济发达城市的市场,并创建战略性全国据点。截至2018年8月31日,公司拥有112个处于不同开发阶段的项目或项目阶段,总建筑面积约为23.4百万平方米,已在主要位于珠江三角洲地区、长江三角洲地区、京津冀地区、华西地区及华中地区的12个省及直辖市的31个城市占据一席之地。",房地产经营公司,,上市申请一览
H0944.HK,H0944.HK,见知教育,2019-04-30,失效,2019-10-30,,,2018-10-03,主板,,,见知教育科技集团有限公司,Jianzhi Education Technology Group Company Limited,www.jianzhi-jiaoyu.com,1231,中国IT相关解决方案服务供应商，亦透过网络及移动平台向客户提供数字教育内容。,见知教育科技集团有限公司成立于2018年3月12日。该公司及其可变利益实体在中国提供教育内容和IT解决方案，服务于高等教育机构和个人客户。其产品包括在线学习平台、授权教育内容和视频课程，并拥有专有的数字内容库作为支持。,教育服务,,上市申请一览
6919.HK,6919.HK,人瑞人才,2019-04-29,失效,2019-10-29,,2019-12-13,2019-04-29,主板,,,人瑞人才科技控股有限公司,Renrui Human Resources Technology Holdings Limited,www.renruihr.com,1231,公司（一家投资控股公司）及其附属公司（统称‘集团’）主要从事在中华人民共和国（‘中国’）提供综合灵活用工服务、专业招聘服务及其他人力资源（‘人力资源’）解决方案服务。,人瑞人才科技控股有限公司是一家主要提供人力资源服务及数字技术解决方案的投资控股公司。该公司经营两个分部，包括综合灵活用工和专业招聘及其他人力资源解决方案。综合灵活用工分部主要包括通用服务外包、数字技术及云服务以及数字化运营及客服，向客户提供所需要的人员或者执行客户外包的特定业务职能服务。专业招聘及其他人力资源解决方案分部提供批量招聘服务以及其他人力资源解决方案，如企业培训及劳务派遣。,人力资源与就业服务,VIE架构公司,上市申请一览
H1077.HK,H1077.HK,淘礼网,2019-04-25,失效,2019-10-25,,,2019-04-25,主板,,,淘礼网控股有限公司,Ugift Holdings Company Limited,www.taoli.com.cn,1231,在中国提供信用卡分期相关销售服务以及提供线上忠诚度兑换计划相关销售服务。,淘礼网控股有限公司成立于2018年8月13日，公司为一间于中国营运相关业务流程的服务提供商。公司向于中国发行信用卡的分期BPO合作伙伴提供信用卡分期相关销售服务。透过其销售渠道，公司向其信用卡持有人出售产品。根据行业报告，按2018年该业务分部的收益计，公司在中国BPO服务提供商中排名第三。公司亦向于中国向其成员提供忠诚度兑换计划的兑换BPO合作伙伴提供线上忠诚度兑换计划相关销售服务，根据行业报告，按2018年该业务分部的收益计，公司在中国BPO服务提供商中排名第六。,消费信贷,,上市申请一览
6933.HK,6933.HK,新娱科控股,2019-04-23,失效,2019-10-23,,2020-07-15,2019-04-23,主板,,,新娱科控股有限公司,Sino-Entertainment Technology Holdings Limited,www.sinotecw.com,1231,公司为一家投资控股公司。公司及其附属公司主要从事中国境内手机游戏的发行及开发及区块链技术业务。,新娱科控股有限公司是一家从事手机游戏发行及开发业务的中国投资控股公司。该公司就第三方游戏向发行合作伙伴提供发行服务，以及发行自主开发的游戏。它还从事定制软件及游戏开发及销售业务。其主要产品有《虚空风暴》、《公主遇险记》和《醉计三国》等。该公司主要在国内市场开展业务。,互动家庭娱乐,VIE架构公司,上市申请一览
H0931.HK,H0931.HK,宝安韩国,2019-04-23,失效,2019-10-23,,,2018-09-26,创业板,,,宝安韩国控股有限公司,Beyond Korea Holdings Company Limited,www.beyondkorealtd.com,0331,专注韩国料理的餐饮集团。,"宝安韩国控股有限公司成立于2018年8月1日，公司是一家于香港专注韩国料理的餐饮集团。根据Ipsos报告,截至二零一八年三月三十一日止年度,公司是香港的韩式餐饮业中第五大餐饮集团并拥有3.1%的市场份额。",餐馆,,上市申请一览
0301.HK,0301.HK,三和精化,2019-04-18,失效,2019-10-18,,2020-01-16,2019-04-18,主板,,,三和精化集团有限公司,Sanvo Fine Chemicals Group Limited,www.sanvo.com,1231,公司为投资控股公司。集团之主要业务为于中国研究、开发、制造及销售精细化工产品，该等产品可用作不同用途，包括五金建材及汽车修护。,三和精化集团有限公司是一家主要从事精细化工产品的研发、生产和销售业务的公司。该公司的精细化工产品包括气雾剂、有机矽胶黏剂、合成胶黏剂和其他杂类产品，例如建筑涂料、油品及木器漆。该公司有三个分部。气雾剂分部销售喷漆及汽车护理产品，包括喷漆、化油器清洗剂、喷蜡、抗锈喷雾润滑剂、发泡剂、清洁喷雾及汽车空调专用喷雾制冷剂。有机矽胶粘剂分部销售产品系列，均为矽胶粘剂。合成胶粘剂分部销售数个产品系列，均为多用途胶粘剂。,特种化学制品,,上市申请一览
H0941.HK,H0941.HK,泰沣,2019-04-18,失效,2019-10-18,,,2018-10-02,创业板,,,泰沣控股有限公司,Enrich Construction Holdings Limited,www.enrichholding.com.hk,0331,主要从事提供地基及地盘平整服务之分包商。,"泰沣控股有限公司成立于2018年2月8日。公司是于香港主要从事提供地基及地盘平整服务之分包商。于往绩记录期间,公司之项目涉及挖掘及侧向承托工程、钢结构工程、工字桩、钻孔桩及桩帽。集团自一九九一年起开展业务,拥有超过28年经验。集团积极承接大型公营工程及私人工程项目之地基及地盘平整工程。公司之直接客户主要是订有大型公营工程及私人工程项目合约之总承建商,而公司之项目雇主为该等项目之拥有人,包括该政府及公共运输交通营运商。于往绩记录期间及直至最后实际可行日期,公司有24项竣工公营工程及13项私营工程合约,并于手头上有28项公营工程及13项私营工程合约 (包括进行中合约及尚未开始施工之新合约) ,已获授合约总金额 (包括客户协定之变更订单) 约为579,000,000港元。",建筑与工程,,上市申请一览
H1074.HK,H1074.HK,康蒂尼药业,2019-04-18,失效,2019-10-18,,,2019-04-18,主板,,,康蒂尼药业有限公司,Continent Pharmaceuticals Inc.,www.bjcontinent.com,1231,专业开发孤儿药。,"康蒂尼药业有限公司成立于2018年7月18日。公司是一家专业开发孤儿药的公司,是中国不断发展的孤儿药市场中IPF治疗药物治疗领域中的领导者。公司拥有一个自盈利驱动的业务模式,其为公司的在研产品项目的研发持续提供资金。作为中国孤儿药市场的先行者,公司从事研发工作,且是首家亦是唯一一家推出的化药国家1.1类新药被纳入于2019年2月20日颁布的中国首份罕见病药品清单的中国制药企业。公司的团队于2006年起一直进行研发,特别是孤儿药的研发。通过内部研发及与GNI集团的合作安排,公司拥有处于不同临床开发阶段的在研候选药品。公司相信,丰富和扩大公司的在研产品项目是公司具有长期竞争力和成功的关键。",制药,,上市申请一览
