code,name,listing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_date,board,offering_type,is_latest,offer_price_low,offer_price_high,issue_price,board_lot,market_cap_hkdm,offer_shares,public_offer_shares,placing_shares,gross_proceeds_hkd,net_proceeds_hkd,proceeds_currency,use_of_proceeds,public_subscription_multiple,international_subscription_multiple,valuation_metric,source_table
2050.HK,三花智控,2025-06-23,2025-07-18,2025-06-13,2025-06-18,2025-06-19,2025-06-20,主板,"发售以供认购,发售以供配售",是,21.21,22.53,22.53,100,2275.72,360330000,25223100,335106900,10736365092.0,10567000000.0,HKD,"所得款项净额约30%将用于产品组合的持续全球研发及创新,包括公司的技术、现有产品、新产品及新兴业务,以巩固公司的现有实力,并于未来三年实现持续增长。所得款项净额约30%将用于未来三年内于中国扩建及新建工厂以及提高生产自动化水平,以进一步提高公司的产能及效率。所得款项净额约25%将用于通过扩大公司的海外产能深化全球化布局,预期可使公司在未来三年内把握全球范围内的新商机,深化实施供应链本地化策略。所得款项净额约5%将用于在未来三年内加强公司的数字智能基础设施,提高供应链管理、研发、生产、质量控制、销售及运营等多项业务流程的数字化能力。所得款项净额约10%将用作营运资金及一般企业用途。",747.92,23.57,41.063968691649,首发信息一览
2609.HK,佰泽医疗,2025-06-23,2025-06-20,2025-06-13,2025-06-18,2025-06-19,2025-06-20,主板,"发售以供认购,发售以供配售",是,4.22,6.75,4.22,600,4090.85,133105800,13311000,119794800,561706476.0,467800000.0,HKD,"约35.7%用于持续强化公司的肿瘤全周期医疗服务,主要通过采购医疗设备,聘请医疗专业人员。约30.6%用于在有适当机会出现时在符合以下标准的新市场收购医院:(i)人口规模较大;(ii)经济发展达到一定水平;及(iii)由于公司的专科肿瘤领域(如消化系统肿瘤、肺癌及乳腺癌)的医疗资源相对稀缺而存在需求缺口的省份及/或城市,包括但不限于公司已涉足的天津市、安徽省、山西省及河南省以及公司尚未涉足的山东省、湖北省、湖南省及浙江省。约15.3%用于扩展公司的医院管理业务,包括但不限于增强公司的信息系统及平台以及招聘运营管理专业人员。约10.2%用于升级公司的信息技术基础设施及/或系统。约8.1%用作营运资金及其他一般企业用途。",25.92,0.98,26.533629638979,首发信息一览
2617.HK,药捷安康-B,2025-06-23,2025-06-20,2025-06-13,2025-06-18,2025-06-13,2025-06-20,主板,"发售以供认购,发售以供配售",是,13.15,13.15,13.15,500,6641.31,15281000,1528500,13752500,200945150.0,161340000.0,HKD,约90.0%将用于为公司的核心产品Tinengotinib正在进行单药治疗CCA的多区域注册III期临床试验提供资金;及约10.0%将分配用于公司的一般营运资金及一般公司用途。,3419.87,0.97,63.96178260585,首发信息一览
3288.HK,海天味业,2025-06-19,2025-07-17,2025-06-11,2025-06-16,2025-06-16,2025-06-18,主板,"发售以供认购,发售以供配售",是,35.0,36.3,36.3,100,3666.62,263237500,15794300,247443200,10571445720.0,10446460000.0,HKD,"所得款项净额约20.0%将用于产品开发以及前沿技术的研发和工艺升级;所得款项净额约30.0%将用于产能扩张、采纳新技术及供应链的数字化升级;所得款项净额约20.0%将用于通过建立公司的全球品牌形象、拓展销售渠道以及提升海外供应链能力,以提升公司的全球影响力;所得款项净额约20.0%将用于增强公司的销售网络及提升其渗透能力;所得款项净额约10.0%将用作营运资金及一般企业用途。",918.15,22.93,44.126414906286,首发信息一览
9881.HK,容大科技,2025-06-10,2025-07-07,2025-05-30,2025-06-05,2025-06-06,2025-06-09,主板,"发售以供认购,发售以供配售",是,10.0,12.0,10.0,500,6060.51,18400000,1840000,16560000,184000000.0,131200000.0,HKD,所得款项净额约36.5%将用于进行研发活动以扩大产品组合及提高研发能力。所得款项净额约33.4%将用于增强生产效率及效益。所得款项净额约20.1%将用于扩大销售网络及国际版图。所得款项净额约10.0%用作营运资金及一般企业用途。,275.96,0.96,43.641304347826,首发信息一览
2605.HK,元光科技,2025-06-10,2025-06-09,2025-06-02,2025-06-05,2025-06-02,2025-06-09,主板,"发售以供认购,发售以供配售",是,9.75,9.75,9.75,400,3939.34,24856000,2485600,22370400,242346000.0,159730000.0,HKD,"所得款项净额的约45%将用于增强公司的技术能力;所得款项净额的约30%将用于销售及营销工作,以增强公司的市场占有率及品牌知名度;所得款项净额的约15%将用于自2025年至2027年招募约15名人才团队,包括(i)优化现有功能并将更多AI特色融入公司现有产品的产品开发专业人才,(ii)管理及营运该等产品并监督与用户及客户互动的营运专业人员,及(iii)在公司计划扩展的产业具有专业经验的专家;所得款项净额的约10%预期将用于营运资金及一般公司用途。",274.44,2.49,,首发信息一览
2573.HK,新琪安,2025-06-10,2025-06-09,2025-05-30,2025-06-05,2025-06-06,2025-06-09,主板,"发售以供认购,发售以供配售",是,18.9,20.9,18.9,200,4222.16,10585400,1058600,9526800,200064060.0,164150000.0,HKD,约21.3%用于泰国工厂的异麦芽酮糖醇生产;约55.3%用于生产海藻膳食纤维及丝氨酸;约13.4%在未来两年用于提升研发能力;约10.0%用作营运资金及一般企业用途。,149.37,0.93,29.990394076777,首发信息一览
2621.HK,手回集团,2025-05-30,2025-06-26,2025-05-22,2025-05-27,2025-05-28,2025-05-29,主板,"发售以供认购,发售以供配售",是,6.48,8.08,8.08,400,3264.59,24358400,2436000,21922400,196815872.0,134220000.0,HKD,"约60%预期将在未来60个月用于加强及优化公司的销售及营销网络以及改善公司的服务;约20%预期将在未来60个月用于提升公司的研发能力及改善公司的技术基础设施;约10%预期将用于甄选合并、收购及战略投资,包括继续寻求可补充或提升公司现有业务及对公司未来36至60个月的长远目标具有战略裨益的潜在业务;约10%预期将在未来60个月用作营运资金及一般企业用途。",990.0,1.13,24.924461376774,首发信息一览
2603.HK,吉宏股份,2025-05-27,2025-05-26,2025-05-19,2025-05-22,2025-05-23,2025-05-26,主板,"发售以供认购,发售以供配售",是,7.48,10.68,7.68,500,5393.85,67910000,6791000,61119000,521548800.0,415200000.0,HKD,"约40%将用于海外市场拓展;约35%将用于公司在以下各项的技术开发(1)公司的研发能力;(2)数据分析能力,提升公司的业务效率;及(3)吉喵云,拓宽公司的收入来源;约15%将用于扩大公司的品牌组合及发展公司现有的自主开发品牌;约10%将用作营运资金及用于一般企业用途。",49.39,1.62,29.804152554852,首发信息一览
2565.HK,派格生物医药-B,2025-05-27,2025-05-26,2025-05-19,2025-05-22,2025-05-19,2025-05-26,主板,"发售以供认购,发售以供配售",是,15.6,15.6,15.6,500,7878.66,19283500,1928500,17355000,300822600.0,231800000.0,HKD,约50.2%用于拨付公司核心产品PB-119的商业化及适应症扩展;约34.5%用于拨付公司主要产品PB-718的进一步开发;约5.3%用于拨付公司其他管线候选产品正在进行及计划进行的研发;约1.0%将用于业务开发活动及加强公司的海外业务;约9.0%将用作公司的营运资金及其他一般公司用途。,743.78,1.13,49.703114061244,首发信息一览
1276.HK,恒瑞医药,2025-05-23,2025-06-19,2025-05-15,2025-05-20,2025-05-21,2025-05-23,主板,"发售以供认购,发售以供配售",是,41.45,44.05,44.05,200,8898.85,224519800,12348600,212171200,11373604280.0,11218800000.0,HKD,约75%将用于公司的研发计划;约15%将用于在中国和海外市场建设新的生产和研发设施;约10%将用作公司的营运资金及其他一般企业用途。,454.85,17.09,36.318463068596,首发信息一览
2629.HK,MIRXES-B,2025-05-23,2025-05-22,2025-05-15,2025-05-20,2025-05-15,2025-05-22,主板,"发售以供认购,发售以供配售",是,23.3,23.3,23.3,100,2353.49,46620000,4662000,41958000,1086246000.0,880500000.0,HKD,"约51%将用于公司核心产品GASTROClearTM的研发、监管备案以及生产及商业化;约24%将用于正在进行及计划进行的研发提供资金,以进一步开发公司的管线产品;约15%将用于加强并整合公司的‘端到端’能力,以把握价值链上的巨大商业潜力;约10%将用于公司的营运资金及其他一般公司用途。",25.51,0.98,41.369369369369,首发信息一览
3750.HK,宁德时代,2025-05-20,2025-05-20,2025-05-12,2025-05-15,2025-05-16,2025-05-19,主板,"发售以供认购,发售以供配售",是,,263.0,263.0,100,26565.24,117894500,8842100,109052400,41005723900.0,40636500000.0,HKD,约90%将用于推进匈牙利项目第一期及第二期建设。约10%将用于营运资金及其他一般企业用途。,151.15,15.17,49.678673469291,首发信息一览
6831.HK,绿茶集团,2025-05-16,2025-06-12,2025-05-08,2025-05-13,2025-05-08,2025-05-15,主板,"发售以供认购,发售以供配售,发售现有证券",是,7.19,7.19,7.19,400,2905.0,168364000,16836400,151527600,847376012.0,745780000.0,HKD,约63.3%将用于扩大公司的餐厅网络。约26.3%将用于拨付在浙江省设立中央食材加工设施所需的资本开支。约5.4%将于未来三年内用于升级公司的信息技术系统及相关基础设施。约5.0%将拨作营运资金及其他一般企业用途。,317.54,7.2,71.428571428571,首发信息一览
2865.HK,钧达股份,2025-05-08,2025-06-02,2025-04-28,2025-05-02,2025-05-06,2025-05-07,主板,"发售以供认购,发售以供配售",是,20.4,28.6,22.15,100,2888.84,63432300,6343300,57089000,1405030000.0,1291670000.0,HKD,"所得款项约75.0%将用于兴建一个年化产能约为5GW(约等于截至2024年12月31日的年化产能44.1GW的11.3%)并预期将于2026年开始商业生产的海外光伏电池生产基地(‘海外工厂’)。所得款项约8.0%将用于研发先进技术,以保持公司在光伏电池及生产工艺方面的技术领先地位。所得款项约7.0%将用于建立及加强公司的海外销售业务及分销渠道。所得款项约10.0%将用作营运资金及一般公司用途。",3.5,1.08,35.094624314072,首发信息一览
2589.HK,沪上阿姨,2025-05-08,2025-06-01,2025-04-28,2025-05-02,2025-05-06,2025-05-07,主板,"发售以供认购,发售以供配售",是,95.57,113.12,113.12,30,3427.83,2411340,241140,2170200,313713241.6,233900000.0,HKD,"约25.0%将用于提升公司的数字化能力。约20.0%将用于研发以提高原材料及食材的品质,打造热销产品,丰富公司的产品种类,以及升级公司的设备及机器。约20.0%将用于提升公司的生产、加工、仓储、物流及分销能力,藉此加强公司的供应链能力。约15.0%将用于提升公司的品牌势能并进一步扩张及壮大公司的门店网络。约10.0%将用于投资各种营销活动。约10.0%将用作营运资金及其他一般企业用途。",3616.83,2.57,22.838130353724,首发信息一览
1333.HK,博雷顿,2025-05-07,2025-05-06,2025-04-25,2025-04-30,2025-04-25,2025-05-06,主板,"发售以供认购,发售以供配售",是,18.0,18.0,18.0,200,3636.31,13000000,1300000,11700000,234000000.0,147800000.0,HKD,"约40%预期用于投资技术进步以及开发新产品及服务。约40%预期将用于建立制造工厂及采购必要机器,以提升公司的制造能力。约10%预期将用于扩大公司的销售及服务网络,以及提升公司的品牌知名度。约10%预期将用于营运资金及一般公司用途。",198.72,0.92,27.136752136752,首发信息一览
9606.HK,映恩生物-B,2025-04-15,2025-05-06,2025-04-07,2025-04-10,2025-04-11,2025-04-14,主板,"发售以供认购,发售以供配售",是,94.6,103.2,94.6,100,10424.08,15071600,1507200,13564400,1885576660.0,1747520000.0,HKD,"约45.0%将在保留地区用于研究、开发及商业化公司的核心产品(即DB-1303及DB-1311);约30.0%将用于研发公司的关键产品;约15.0%将用于为公司ADC技术平台的持续开发提供资金,推进公司的其他管线资产以及探索及开发新药物资产;约10.0%将用于运营资金及其他一般公司用途。",115.14,13.52,26.799985952308,首发信息一览
3677.HK,正力新能,2025-04-14,2025-05-09,2025-04-03,2025-04-09,2025-04-03,2025-04-11,主板,"发售以供认购,发售以供配售",是,8.27,8.27,8.27,300,2506.02,121523700,12152400,109371300,1005100000.0,927500000.0,HKD,约80.0%将用于产能扩张及建设智能制造设施及柔性生产线。约10.0%将用于各项研发活动。约10.0%将用作为营运资金及其他一般公司用途拨资。,3.51,1.13,61.785564122973,首发信息一览
2625.HK,江苏宏信,2025-03-31,2025-03-28,2025-03-21,2025-03-26,2025-03-27,2025-03-28,主板,"发售以供认购,发售以供配售",是,2.5,3.0,2.5,1000,3030.252,53562000,5357000,48205000,133910000.0,92550000.0,HKD,"约30.9%将用作开设新零售店铺,约41.2%将用作建立新配送中心(‘新配送中心’),约26.8%将用作建立新的餐食中央厨房(‘新中央厨房’),约1.1%将用于增强公司的ERP系统及基础设施系统。",46.96,0.93,29.124038533343,首发信息一览
2569.HK,舒宝国际,2025-03-27,2025-03-26,2025-03-19,2025-03-24,2025-03-25,2025-03-26,主板,"发售以供认购,发售以供配售",是,0.5,0.6,0.51,5000,3030.25,250000000,25000000,225000000,127500000.0,86000000.0,HKD,约29.2%用作购入机器以成立新婴童护理用品及女性护理用品生产线;约26.0%用作购入机器以成立两条新无纺布生产线;约17.1%用作加强品牌、营销及推广活动;约17.7%用于仓库升级改造及IT基础设施投资;约10.0%用作公司的一般营运资金。,167.09,1.02,,首发信息一览
2610.HK,南山铝业国际,2025-03-25,2025-04-22,2025-03-17,2025-03-20,2025-03-21,2025-03-24,主板,"发售以供认购,发售以供配售",是,26.6,31.5,26.6,100,3181.77,88235300,8823600,79411700,2379017340.0,2251760000.0,HKD,"(a)约90%将用于公司在印尼廖内群岛省民丹岛经济特区的氧化铝生产项目的开发与建设,以通过新氧化铝生产项目将氧化铝产能进一步扩大至合共四百万吨氧化铝。所得款项净额将主要用于新氧化铝生产项目项下第二个一百万吨设计产能的建设及扩建,包括(其中包括)建设相关氧化铝生产设施、在深水港建设配套设备、煤制气厂的建设及扩能以及采购机械与设备。(b)约10%将用于为公司的一般营运资金提供资金。",3.89,1.67,39.286388723842,首发信息一览
2561.HK,维昇药业-B,2025-03-21,2025-04-17,2025-03-13,2025-03-18,2025-03-19,2025-03-20,主板,"发售以供认购,发售以供配售",是,68.44,75.28,68.8,100,7603.92,9900000,990000,8910000,783300000.0,672300000.0,HKD,"约84.0%用于为正在进行的进口核心产品的BLA注册,正在进行的及计划中的本地生产核心产品的研发及BLA注册,计划中的新适应症扩展临床试验,以及公司核心产品隆培促生长素(lonapegsomatropin)的计划商业化上市提供资金；约7.6%用于为正在进行的帕罗培特立帕肽(palopegteriparatide)的中国3期关键性试验的开放标签扩展研究部分及商业化上市的筹备工作提供资金；约1.8%用于为正在进行的那韦培肽(navepegritide)用于治疗软骨发育不全的中国2期试验的开放标签扩展研究部分及相关分析提供资金；约6.6%用于拨付营运资金及作其他一般公司用途。",72.64,1.65,71.48617387974,首发信息一览
6693.HK,赤峰黄金,2025-03-10,2025-04-06,2025-02-28,2025-03-05,2025-03-06,2025-03-07,主板,"发售以供认购,发售以供配售",是,13.72,15.83,13.72,200,3197.93,205652000,20565200,185086800,3244777256.0,3099500000.0,HKD,"约50%预期将于未来五年用于现有矿场的升级及勘探,以充分实现公司的增长潜力;约40%预期将于未来三年用于在采矿业发展成熟、采矿业政策环境稳定的国家优先收购具有一定规模及优质的矿业资产(最好拥有露天矿山);约10%预期将作一般公司用途。",9.53,3.67,22.955967119858,首发信息一览
6676.HK,找钢网-W,2025-03-10,2025-03-07,,,2025-03-07,2025-03-07,主板,发售以供配售,是,10.0,10.0,10.0,,,1558500,,,15585000.0,14920000.0,HKD,约25%预计将用于加强服务供应;约20%预计将用于扩大买家群体并增加其黏性;约20%预计将用于加强数字化及技术能力;约25%预计将用于探索跨行业扩张;及约10%预计将用于营运资金及一般公司用途。,,,,首发信息一览
2097.HK,蜜雪集团,2025-03-03,2025-03-28,2025-02-21,2025-02-26,2025-02-21,2025-02-28,主板,"发售以供认购,发售以供配售",是,202.5,202.5,202.5,100,20454.22,17059900,1706000,15353900,3972807000.0,3798769660.0,HKD,约66%将用于提升公司端到端供应链的广度和深度。约12%将用于品牌和IP的建设和推广。约12%将用于加强各个业务环节的数字化和智能化能力。约10%将用于营运资金和其他一般企业用途。,5258.21,35.23,39.211066633743,首发信息一览
1364.HK,古茗,2025-02-12,2025-03-09,2025-02-04,2025-02-07,2025-02-10,2025-02-11,主板,"发售以供认购,发售以供配售",是,8.68,9.94,9.94,400,4016.1,158612000,15861200,142750800,2030379848.0,1930000000.0,HKD,"约25%将用作扩充公司的信息技术团队及继续提升业务管理和门店运营的数字化。约25%将用作加强公司的供应链能力和提升供应链管理效率。约20%将用作加强品牌建设和与消费者联系以及采取多元化方式建立品牌形象及提高消费者认知度。约10%将用于在公司持续推行地域加密策略的同时新招聘员工负责加盟商管理,加强公司对加盟商的支持,并进一步建立紧密的加盟商团体。约10%将用作聘用产品研发方面的专家及提升公司的产品研发能力。约10%将用作营运资金及其他一般企业用途。",194.87,15.03,27.241764665111,首发信息一览
2571.HK,赛目科技,2025-01-15,2025-02-10,2024-12-31,2025-01-10,2025-01-13,2025-01-14,主板,"发售以供认购,发售以供配售",是,12.0,18.0,12.99,200,3636.31,33333400,3333400,30000000,433000000.0,358600000.0,HKD,"公司拟划拨约占全球发售所得款项净额约62.2%于未来三年持续投资研发,以提升公司的技术能力及提升关键技术的竞争力。公司拟划拨约占全球发售所得款项净额约27.8%,用作地域扩张及营销公司的产品及服务。公司拟将约占全球发售所得款项净额约10.0%用作公司的一般企业用途及补充公司的营运资金。",2.66,1.06,34.296,首发信息一览
0805.HK,新吉奥房车,2025-01-13,2025-08-31,2024-12-31,2025-01-08,2025-01-09,2025-01-10,主板,"发售以供认购,发售以供配售",是,1.24,1.64,1.27,2000,3313.08,240000000,24000000,216000000,304800000.0,253410000.0,HKD,约65.4百万港元用于建立新生产基地及升级现有生产工厂;约102.5百万港元用于加强销售及经销网络;约60.2百万港元用于产品研发;约25.3百万港元用于营运资金及一般企业用途。,2.52,1.01,,首发信息一览
2596.HK,宜宾银行,2025-01-13,2025-02-07,2024-12-30,2025-01-08,2025-01-09,2025-01-10,主板,"发售以供认购,发售以供配售",是,2.59,2.72,2.59,1000,2747.42,688400000,68840000,619560000,1782960000.0,1709280000.0,HKD,"公司拟将全球发售所得款项净额(经扣除公司就全球发售应付的包销佣金及估计开支)用于强化公司的资本基础,以支持公司业务的持续增长。全球发售所得款项净额可补充公司的核心一级资本,从而提升公司的资本充足率指标,包括核心一级资本充足率、一级资本充足率及资本充足率。公司将审慎规划全球发售所得款项的投资并加强监管,以提高其使用效率。公司将进一步优化资产组合,并恰当配置于优质流动资产的投资。",0.21,1.14,,首发信息一览
0325.HK,布鲁可,2025-01-10,2025-02-06,2024-12-31,2025-01-07,2025-01-08,2025-01-09,主板,"发售以供认购,发售以供配售",是,55.65,60.35,60.35,300,18287.59,24120300,2412300,21708000,1925104650.0,1797400000.0,HKD,"约25%将用于增强公司产品设计及开发相关的研发能力;约25%将用于投资核心生产资源(例如模具)和专注生产拼搭角色类玩具的自有规模化工厂,以贯彻全人群、全价位、全球化增长战略,以及扩张及优化生产资源;约20%将用于进一步丰富公司的IP矩阵,以开展公司的增长策略;约20%将用于销售和营销活动,尤其是内容驱动的营销活动,以提高品牌的知名度和产品的受欢迎度;约10%将用于营运资金和其他一般企业用途。",5999.96,38.6,20.178903001455,首发信息一览
2530.HK,纽曼思,2025-01-10,2025-01-09,2024-12-30,2025-01-07,2025-01-08,2025-01-09,主板,"发售以供认购,发售以供配售",是,0.8,1.09,0.8,8000,8807.94,250000000,25000000,225000000,200000000.0,120500000.0,HKD,"约63.5%将用于通过不同的营销方法加大营销力度,以提高公司品牌的公众知名度，约36.5%将用于在香港推广公司的产品,并将公司的销售网络扩展到香港。",65.17,1.03,,首发信息一览
2613.HK,汇舸环保,2025-01-09,2025-01-08,2024-12-31,2025-01-06,2025-01-07,2025-01-08,主板,"发售以供认购,发售以供配售",是,31.8,39.8,31.8,100,4020.14,10000000,1000000,9000000,318000000.0,273400000.0,HKD,约50.0%将用于有关公司的研发;约15.0%将用于潜在并购;约15.0%将用于在中国内地或东南亚租赁生产设施;约10.0%将用于建立新服务中心及升级现有服务中心;约10.0%将用作营运资金及其他一般企业用途。,55.33,0.95,24.430188679245,首发信息一览
2560.HK,海螺材料科技,2025-01-09,2025-01-08,2024-12-31,2025-01-06,2025-01-07,2025-01-08,主板,"发售以供认购,发售以供配售",是,3.0,3.3,3.0,1000,3333.28,144974000,14498000,130476000,434900000.0,395900000.0,HKD,"约35.0%将用于优化集团的产能，约10.0%将用于实施营销计划,以增加及巩固公司在中国及全球水泥及混凝土制造行业的市场份额，约15.0%将用于进一步投入资源到支持公司市场地位的研发计划中，约15.0%将用于偿还部分银行贷款，约15.0%将用于通过收购公司或成立合资公司,进一步垂直提升公司在价值链上的地位,并提高公司作为中国水泥外加剂行业领先参与者的竞争力，约10.0%将用作营运资金和其他一般企业用途。",25.83,1.04,75.125050905955,首发信息一览
6681.HK,脑动极光-B,2025-01-08,2025-02-02,2024-12-30,2025-01-03,2024-12-30,2025-01-07,主板,"发售以供认购,发售以供配售",是,3.22,3.22,3.22,1000,3252.47,181112000,18112000,163000000,583180000.0,501320000.0,HKD,"约40.0%,预计将用于支付开展进一步研发活动、推进更多适应症的临床试验及推动核心产品系统的销售及分销活动的开支;约16.5%,预计将用于帮助国内更多医院建立新认知中心;约15.0%,预计将用于加强公司于未来两年的AI及相关技术能力;约5.0%,预计将用于加快公司现有产品管线内外其他候选产品的研发及商业化进度;约15.0%,预计将用于在未来两年与学术机构及医院合作设立脑科学及数字疗法研究中心;约8.5%,预计将用作公司的营运资金及其他一般公司用途。",11.39,1.01,64.666389450941,首发信息一览
2577.HK,英诺赛科,2024-12-30,2025-01-22,2024-12-18,2024-12-23,2024-12-24,2024-12-27,主板,"发售以供认购,发售以供配售",是,30.86,33.66,30.86,100,3399.95,45364000,4536400,40827600,1451293384.0,1351960000.0,HKD,"约60.0%将用作公司的资金来源之一,以扩大8英吋氮化镓晶圆产能(从截至2024年6月30日的每月12,500片晶圆增加至未来五年的每月70,000片晶圆)、购买及升级生产设备及机器以及招聘生产人员;约20.0%将用于研发及扩大公司的产品组合,以提高终端市场(如消费电子产品、可再生能源及工业应用、汽车电子及数据中心)中氮化镓产品的渗透率;约10.0%将用于扩大公司氮化镓产品的全球分销网络;约10.0%将用于营运资金及其他一般企业用途。",2.87,1.41,53.551542959421,首发信息一览
2506.HK,讯飞医疗科技,2024-12-30,2025-01-22,2024-12-18,2024-12-23,2024-12-18,2024-12-27,主板,"发售以供认购,发售以供配售",是,82.8,82.8,82.8,50,4181.75,7035550,703600,6331950,582540000.0,507140000.0,HKD,"所得款项净额约32.4%将用于投资研发,以不断加强公司的核心能力。所得款项净额约26.6%将用于通过升级现有产品及开发新产品进一步丰富公司的产品及服务。所得款项净额约24.7%将用于加强商业化能力并扩展公司的服务网络。所得款项净额约6.4%将用于收购可能与公司现有产能产生协同效应的公司,例如医疗器械制造商。所得款项净额约10.0%将用于营运资金及其他一般企业用途。",3.66,1.1,47.507266110482,首发信息一览
2587.HK,健康之路,2024-12-30,2024-12-27,2024-12-18,2024-12-23,2024-12-24,2024-12-27,主板,"发售以供认购,发售以供配售",是,7.8,8.8,7.8,500,4444.38,25000000,2500000,22500000,195000000.0,109400000.0,HKD,"所得款项净额约33.5%拟于未来三年用于业务发展,特别是健康医疗服务。所得款项净额约27.0%拟用于未来三年的业务发展,特别是企业服务及数字营销服务。所得款项净额约21.0%拟用作战略投资或收购。所得款项净额约14.5%将用作研发。约4.0%预期将用作营运资金及一般企业用途。",34.42,0.98,51.228,首发信息一览
2431.HK,佑驾创新,2024-12-27,2025-01-20,2024-12-17,2024-12-20,2024-12-23,2024-12-24,主板,"发售以供认购,发售以供配售",是,17.0,20.2,17.0,200,4080.75,39190000,3919000,35271000,679088800.0,618220000.0,HKD,"所得款项净额约40%,将用于提升公司的研发能力及招聘及留任相关研发人才。所得款项净额约30%,将于接下来的三年内用于提升公司的生产效率及解决方案竞争力。所得款项净额约20%,将于接下来的三年内用于加强公司的销售和营销能力。所得款项净额约10%,将用作营运资金和一般企业用途。",14.04,1.09,79.553101155548,首发信息一览
2432.HK,越疆,2024-12-23,2025-01-17,2024-12-13,2024-12-18,2024-12-19,2024-12-20,主板,"发售以供认购,发售以供配售",是,18.8,20.8,18.8,200,4201.96,40000000,2000000,38000000,830873520.0,756740000.0,HKD,"约40.0%,将于2025年至2029年用于智能协作机器人的尖端技术开发。约27.0%,将于2025年至2029年用于生产线及制造能力开发。约16.0%,将用于选择性寻求国内外协作机器人行业下游(即协作机器人集成商)的战略联盟、投资及收购机会。约7.0%,将于2025年至2029年用于建设海外销售渠道,以强化公司的经销及销售能力。约10.0%,将用于营运资金及其他一般企业用途。",9.25,2.64,,首发信息一览
0999.HK,小菜园,2024-12-20,2025-01-16,2024-12-12,2024-12-17,2024-12-12,2024-12-19,主板,"发售以供认购,发售以供配售",是,8.5,8.5,8.5,800,6868.57,101180800,10118400,91062400,860000000.0,794800000.0,HKD,"约40.0%将用作持续扩大公司的门店网络,以扩大公司的地理覆盖范围并提高公司的市场渗透率。约37.0%将用作增强供应链能力。约13.0%将用作升级公司的智能设备及数字化系统以提高信息技术能力。约10.0%将用作营运资金及一般企业用途。",1.44,1.29,,首发信息一览
2593.HK,草姬集团,2024-12-19,2024-12-18,2024-12-11,2024-12-16,2024-12-17,2024-12-18,主板,"发售以供认购,发售以供配售",是,3.75,4.15,3.75,800,3353.48,33333600,3333600,30000000,125000000.0,95300000.0,HKD,"约占所得款项净额35.7%将用作策略营销及推广活动,以进一步增强公司以自有品牌发售的产品的品牌知名度及认可度。约占所得款项净额37.8%将用作扩大、改善和优化公司的销售网络。约占所得款项净额4.7%将用作扩展并充实公司的产品组合。约占所得款项净额12.4%将用作招聘人才,其将主要包括(i)招聘及雇用更多产品顾问以支援自营店及品牌体验中心及(ii)招聘资讯科技人才以支援公司不断扩大的线上销售渠道。约占所得款项净额9.3%将用作一般营运资金。",6083.63,1.79,22.3968,首发信息一览
1318.HK,毛戈平,2024-12-10,2025-01-06,2024-12-02,2024-12-05,2024-12-06,2024-12-09,主板,"发售以供认购,发售以供配售",是,26.3,29.8,29.8,100,3010.05,70588200,7058900,63529300,2687572300.0,2523760000.0,HKD,"所得款项净额约25.0%,预期将用于扩大公司的销售网络。所得款项净额约20.0%,预期将用于公司的品牌建设活动。所得款项净额约15.0%,预期将用于海外扩张及收购。所得款项净额约10.0%,预期将用于加强公司的生产及供应链能力。所得款项净额约9.0%,预期将用于增强公司的产品设计及开发能力。所得款项净额约6.0%,预期将用于公司的化妆艺术培训机构。所得款项净额约5.0%,预期将用于公司的运营及信息基础设施数字化。所得款项净额约10.0%,预期将用作营运资金及一般公司用途。",919.18,30.34,28.936895948809,首发信息一览
2586.HK,多点数智,2024-12-06,2025-01-02,2024-11-28,2024-12-03,2024-11-28,2024-12-05,主板,"发售以供认购,发售以供配售",是,30.21,30.21,30.21,100,3051.46,25774000,2577400,23196600,778630000.0,623740000.0,HKD,"约42.1%将用于开发新应用程式及新服务模块。约30.0%将用于与公司的业务扩张相关的人才招聘。约10.0%将分配于选择性地寻求与公司的自然增长战略互补的战略合作、投资及收购,尤其是能够补充公司的产品组合、增强公司的技术能力及巩固公司市场地位的战略合作、投资及收购。约7.9%将用于扩大公司的销售网络并进一步加强公司的品牌声誉。约10.0%将用于营运资金及一般企业用途。",1.94,1.36,39.05110899914,首发信息一览
2570.HK,重塑能源,2024-12-06,2025-01-02,2024-11-28,2024-12-03,2024-12-04,2024-12-05,主板,"发售以供认购,发售以供配售",是,145.0,165.0,147.0,20,3333.28,4827920,482800,4345120,713111700.0,632850000.0,HKD,74.5%将用于为公司的氢燃料电池系统的研发活动及扩产提供资金;15.3%将用于为公司的氢能装备的扩产提供资金;7.7%将用于公司的海外市场业务拓展;2.5%将用于公司的营运资金及一般公司用途。,1.55,1.33,44.96464719342,首发信息一览
2585.HK,梦金园,2024-11-29,2024-12-27,2024-11-21,2024-11-26,2024-11-27,2024-11-28,主板,"发售以供认购,发售以供配售",是,12.0,14.4,12.0,200,2909.04,43956800,4395800,39561000,527480000.0,452490000.0,HKD,约50.0%将用于升级山东潍坊的生产设施以增强公司的生产能力。约34.0%将用于扩大和加强公司的销售网络。约16.0%将用于投资信息科技。,20.58,0.98,40.168048267233,首发信息一览
